ImgName,chars,charBB
test/1036_8.png,Gamya,"[[ 6.  2. 12. 15.]
 [18.  6. 10. 13.]
 [27.  7. 13. 14.]
 [40.  8.  9. 18.]
 [48. 10. 11. 13.]]"
test/103_1.png,ALDO,"[[  5.  48. 106. 113.]
 [111.  39.  93. 116.]
 [209.  27. 120. 116.]
 [337.   9. 130. 131.]]"
test/103_2.png,REGENCY,"[[  8.  12.  32.  29.]
 [ 39.  12.  30.  27.]
 [ 68.  10.  32.  30.]
 [ 99.  10.  29.  32.]
 [128.   9.  32.  32.]
 [160.   9.  27.  27.]
 [186.   7.  33.  28.]]"
test/1041_1.png,LAND,"[[ 22.  21. 124. 200.]
 [148.  26. 128. 189.]
 [277.  14. 151. 193.]
 [432.  18. 134. 185.]]"
test/1041_2.png,SHARK,"[[ 19.  32. 134. 218.]
 [163.  47. 158. 188.]
 [329.  35. 151. 199.]
 [476.  34. 162. 198.]
 [637.  25. 165. 192.]]"
test/1041_3.png,Lager,"[[ 42.  13. 193. 183.]
 [189. 103.  95.  90.]
 [257.  97. 118. 151.]
 [376.  96.  85.  97.]
 [460.  90. 104. 115.]]"
test/1043_1.png,m,[ 5.  4. 27. 30.]
test/1043_2.png,Mammoth,"[[ 7.  7. 14. 16.]
 [20. 10.  8. 11.]
 [27.  9. 13. 12.]
 [39.  7. 13. 13.]
 [52.  5.  8. 14.]
 [58.  3.  7. 16.]
 [65.  2. 11. 15.]]"
test/1044_4.png,THE,"[[ 5.  4.  9. 16.]
 [14.  4.  9. 15.]
 [24.  3.  8. 16.]]"
test/1044_5.png,BLUBBER,"[[ 7.  9. 10. 18.]
 [17.  9.  7. 17.]
 [24.  8. 11. 17.]
 [35.  7. 10. 17.]
 [45.  5. 10. 19.]
 [56.  5.  8. 17.]
 [64.  4. 10. 18.]]"
test/1044_6.png,GO,"[[ 5.  4. 13. 19.]
 [18.  4. 15. 17.]]"
test/1044_7.png,VEGETARIAN,"[[ 6. 16. 12. 18.]
 [18. 14.  8. 19.]
 [27. 13. 10. 19.]
 [39. 13.  9. 16.]
 [47. 12.  9. 17.]
 [55. 10. 12. 19.]
 [67.  9. 12. 18.]
 [79.  8.  6. 21.]
 [86.  7. 11. 20.]
 [85.  8. 12. 18.]]"
test/1045_1.png,State,"[[ 5.  4. 12. 23.]
 [17.  7. 10. 21.]
 [27. 10. 11. 19.]
 [38.  6.  9. 21.]
 [47.  8. 16. 19.]]"
test/1045_2.png,Bank,"[[ 6.  3. 15. 21.]
 [21.  7. 12. 17.]
 [33.  7. 14. 17.]
 [46.  3. 14. 21.]]"
test/1046_1.png,SBI,"[[ 5.  5. 22. 31.]
 [25.  4. 24. 32.]
 [48.  5. 13. 33.]]"
test/1046_2.png,MUTUAL,"[[  2.   5.  37.  35.]
 [ 38.   6.  26.  33.]
 [ 67.   4.  21.  34.]
 [ 87.   6.  28.  33.]
 [115.   7.  26.  31.]
 [141.   7.  20.  34.]]"
test/1046_3.png,FUND,"[[ 5.  6. 20. 29.]
 [26.  5. 26. 31.]
 [53.  5. 29. 32.]
 [83.  5. 27. 31.]]"
test/1047_1.png,State,"[[ 5.  5. 21. 30.]
 [25.  7. 11. 28.]
 [35. 12. 15. 23.]
 [50.  9. 11. 23.]
 [60. 10. 17. 22.]]"
test/1047_2.png,Bank,"[[ 4.  7. 20. 32.]
 [23. 12. 17. 22.]
 [41. 12. 16. 24.]
 [56.  5. 21. 33.]]"
test/1047_3.png,of,"[[ 5. 12. 17. 23.]
 [21.  7. 13. 27.]]"
test/1048_4.png,India,"[[ 6. 10. 13. 59.]
 [19. 18. 25. 49.]
 [42.  8. 27. 59.]
 [69.  9. 14. 60.]
 [81. 22. 25. 49.]]"
test/1049_1.png,State,"[[ 4.  3. 16. 18.]
 [20.  5.  8. 15.]
 [28.  7. 11. 15.]
 [39.  4. 10. 18.]
 [48.  5. 14. 17.]]"
test/1049_2.png,Bank,"[[ 4.  3. 13. 18.]
 [18.  7. 12. 15.]
 [29.  7. 13. 13.]
 [42.  2. 15. 22.]]"
test/1049_7.png,wwwTopStockResearchcom,"[[  6.   8.  18.  15.]
 [ 25.   9.  16.  15.]
 [ 43.   8.  16.  15.]
 [ 65.   4.  14.  19.]
 [ 77.  10.  13.  13.]
 [ 90.   7.  12.  19.]
 [103.   4.  12.  20.]
 [116.   5.   9.  17.]
 [125.   9.  10.  13.]
 [136.   9.  11.  14.]
 [147.   4.  11.  19.]
 [159.   4.  14.  18.]
 [174.   9.  12.  14.]
 [186.   8.   9.  14.]
 [195.   8.  12.  15.]
 [207.   7.  12.  16.]
 [219.   7.  10.  16.]
 [228.   8.  11.  15.]
 [240.   3.  12.  21.]
 [258.   7.  12.  16.]
 [270.   9.  11.  13.]
 [281.   8.  20.  16.]]"
test/1049_8.png,wwwTopStockResearchcom,"[[  6.   7.  12.  11.]
 [ 19.   7.  11.  12.]
 [ 31.   7.  11.  12.]
 [ 47.   6.   8.  12.]
 [ 56.   8.   8.  11.]
 [ 64.   8.   9.  12.]
 [ 74.   6.   9.  12.]
 [ 83.   7.   6.  11.]
 [ 89.   8.   8.  11.]
 [ 98.   8.   7.  10.]
 [104.   5.   8.  13.]
 [113.   6.   9.  12.]
 [122.   8.   9.  10.]
 [131.   8.   7.   9.]
 [138.   7.   7.  11.]
 [145.   8.   9.  11.]
 [153.   8.   6.  10.]
 [159.   8.   8.  10.]
 [167.   4.   9.  14.]
 [180.   8.   7.  10.]
 [187.   7.   8.  11.]
 [195.   7.  15.  12.]]"
test/104_1.png,Delocated,"[[ 21.  30.  46.  70.]
 [ 71.  44.  36.  58.]
 [106.   9.  14.  86.]
 [124.  42.  39.  55.]
 [163.  41.  34.  51.]
 [199.  35.  41.  55.]
 [241.  23.  21.  64.]
 [262.  32.  39.  54.]
 [300.   2.  40.  85.]]"
test/104_2.png,REGENCY,"[[ 15.   8.  36.  35.]
 [ 48.   9.  35.  30.]
 [ 83.   9.  34.  30.]
 [116.   7.  36.  31.]
 [151.   7.  36.  32.]
 [186.   5.  31.  32.]
 [215.   4.  35.  31.]]"
test/1050_1.png,State,"[[ 4.  3. 15. 18.]
 [19.  4.  8. 18.]
 [27.  8. 11. 13.]
 [38.  4.  9. 17.]
 [47.  6. 13. 16.]]"
test/1050_6.png,by,"[[ 5.  2. 13. 19.]
 [18.  7. 15. 20.]]"
test/1050_7.png,wwwTopStockResearchcom,"[[  3.   6.  20.  19.]
 [ 23.   6.  16.  16.]
 [ 41.   6.  18.  18.]
 [ 64.   3.  12.  20.]
 [ 77.   8.  12.  14.]
 [ 89.   6.  12.  21.]
 [101.   3.  14.  19.]
 [115.   4.   8.  19.]
 [123.   5.  13.  16.]
 [135.   8.  12.  12.]
 [145.   4.  14.  18.]
 [158.   3.  15.  20.]
 [172.   6.  14.  14.]
 [184.   9.   9.  12.]
 [195.   8.  12.  15.]
 [206.   8.  14.  15.]
 [218.   5.   9.  17.]
 [228.   8.  10.  13.]
 [238.   2.  13.  18.]
 [257.   6.  12.  16.]
 [268.   6.  12.  16.]
 [280.   6.  20.  19.]]"
test/1050_8.png,wwwTopStockResearchcom,"[[  8.   7.  12.  11.]
 [ 21.   7.  11.  11.]
 [ 33.   8.  11.  10.]
 [ 48.   5.   9.  13.]
 [ 57.   8.   9.  11.]
 [ 66.   7.   9.  13.]
 [ 76.   5.   8.  13.]
 [ 84.   6.   7.  12.]
 [ 91.   8.   8.  11.]
 [100.   8.   6.  11.]
 [106.   6.   8.  12.]
 [114.   6.  10.  12.]
 [125.   8.   7.  10.]
 [133.   8.   7.  10.]
 [140.   8.   7.   9.]
 [148.   8.   7.  11.]
 [155.   7.   6.  11.]
 [162.   8.   6.  10.]
 [168.   4.   9.  15.]
 [181.   7.   7.  11.]
 [189.   8.   8.  10.]
 [197.   7.  14.  12.]]"
test/1053_5.png,Charts,"[[ 4.  4. 16. 17.]
 [18.  2. 14. 19.]
 [31.  5. 13. 17.]
 [44.  6. 10. 16.]
 [53.  4.  9. 18.]
 [61.  7. 11. 13.]]"
test/1053_6.png,by,"[[ 5.  3. 14. 20.]
 [19.  6. 14. 22.]]"
test/1053_7.png,wwwTopStockResearchcom,"[[  4.   6.  20.  15.]
 [ 24.   5.  17.  16.]
 [ 42.   6.  18.  16.]
 [ 65.   2.  14.  21.]
 [ 78.   6.  12.  17.]
 [ 89.   7.  13.  20.]
 [102.   3.  13.  20.]
 [115.   4.  10.  18.]
 [125.   6.  10.  16.]
 [135.   6.  13.  16.]
 [146.   2.  13.  20.]
 [159.   4.  14.  19.]
 [173.   6.  13.  18.]
 [186.   6.  11.  16.]
 [196.   4.  12.  19.]
 [207.   5.  13.  17.]
 [220.   7.   9.  16.]
 [230.   5.  10.  18.]
 [240.   1.  13.  24.]
 [258.   8.  12.  15.]
 [270.   6.  12.  17.]
 [281.   5.  23.  16.]]"
test/1055_1.png,Formula,"[[ 8.  4.  7. 10.]
 [14.  8.  7.  6.]
 [22.  8.  4.  7.]
 [26.  8. 10.  8.]
 [35.  8.  7.  7.]
 [42.  5.  3. 10.]
 [45. 10.  6.  6.]]"
test/1056_1.png,Obloom,"[[ 4.  4. 15. 14.]
 [19.  4. 10. 13.]
 [28.  4.  5. 12.]
 [33.  5.  9. 12.]
 [41.  5. 10. 11.]
 [51.  3. 15. 12.]]"
test/1056_2.png,Obloom,"[[ 4.  5. 15. 14.]
 [19.  4. 10. 15.]
 [29.  5.  4. 12.]
 [33.  8.  9. 10.]
 [41.  6. 10. 11.]
 [51.  4. 16. 12.]]"
test/1059_1.png,FREE,"[[ 7.  4.  6. 12.]
 [13.  5.  8. 13.]
 [20.  5.  7. 12.]
 [27.  4.  7. 15.]]"
test/1059_2.png,phone,"[[ 5.  6.  7. 14.]
 [13.  5.  6. 12.]
 [19.  6.  7. 12.]
 [26.  6.  7. 14.]
 [33.  7.  6. 12.]]"
test/1060_1.png,CHICAGO,"[[ 6. 15.  9. 14.]
 [14. 15. 10. 12.]
 [25. 13.  4. 13.]
 [30. 11.  9. 16.]
 [39. 10. 10. 13.]
 [48.  7. 12. 13.]
 [60.  4. 16. 15.]]"
test/1062_11.png,599,"[[12.  4.  8. 14.]
 [22.  5.  9. 12.]
 [31.  4.  9. 12.]]"
test/1062_12.png,698,"[[14.  6.  7. 12.]
 [25.  5.  8. 15.]
 [33.  5. 10. 14.]]"
test/1062_13.png,550,"[[13.  5.  8. 13.]
 [24.  4.  8. 14.]
 [32.  4. 10. 11.]]"
test/1062_4.png,1000,"[[14.  4.  6. 12.]
 [21.  4.  7. 13.]
 [32.  4.  7. 11.]
 [40.  3.  9. 13.]]"
test/1062_5.png,800,"[[15.  5.  6. 13.]
 [25.  5.  8. 12.]
 [34.  4.  6. 14.]]"
test/1062_6.png,600,"[[14.  5.  6. 11.]
 [26.  6.  7. 12.]
 [33.  6. 10. 13.]]"
test/1063_2.png,Your,"[[ 7.  7. 14. 23.]
 [20. 14. 12. 19.]
 [32. 14. 13. 19.]
 [45. 14.  7. 22.]]"
test/1063_3.png,Advertising,"[[  8.  10.  14.  24.]
 [ 23.   7.  12.  28.]
 [ 33.  17.  13.  15.]
 [ 46.  15.  11.  20.]
 [ 57.  16.   8.  19.]
 [ 65.  13.   8.  21.]
 [ 73.   9.   6.  24.]
 [ 79.  16.  10.  18.]
 [ 89.   9.   6.  25.]
 [ 95.  15.  12.  21.]
 [107.  16.  14.  26.]]"
test/1063_4.png,Need,"[[ 8.  7. 30. 47.]
 [40. 18. 23. 36.]
 [64. 21. 22. 32.]
 [87.  5. 23. 48.]]"
test/1063_6.png,GET,"[[ 9.  7. 13. 30.]
 [23.  6. 13. 33.]
 [35.  5. 17. 33.]]"
test/1065_1.png,M,[ 6.  3. 47. 43.]
test/1065_2.png,200,"[[ 6.  5. 14. 27.]
 [19.  5. 14. 26.]
 [33.  4. 16. 27.]]"
test/1065_4.png,m,[ 4.  2. 52. 44.]
test/1065_6.png,m,[ 4.  4. 23. 22.]
test/106_1.png,THIS,"[[  5.   7.  42.  79.]
 [ 51.  24.  40.  76.]
 [ 95.  37.  31.  81.]
 [136.  54.  28.  73.]]"
test/106_2.png,IS,"[[ 8. 11. 28. 73.]
 [43. 22. 31. 67.]]"
test/106_3.png,IT,"[[12. 14. 28. 64.]
 [39. 21. 37. 65.]]"
test/106_4.png,YES,"[[10.  7. 26. 55.]
 [41. 14. 27. 65.]
 [68. 22. 28. 59.]]"
test/106_5.png,NO,"[[ 7.  8. 26. 55.]
 [32. 15. 34. 55.]]"
test/106_6.png,REGENCY,"[[ 10.   6.  40.  39.]
 [ 52.  16.  36.  39.]
 [ 90.  26.  35.  37.]
 [125.  30.  35.  39.]
 [159.  39.  36.  37.]
 [197.  45.  29.  44.]
 [226.  51.  32.  39.]]"
test/1072_1.png,Mac,"[[ 5.  4. 13. 22.]
 [18.  7.  9. 18.]
 [27.  7.  9. 19.]]"
test/1072_2.png,Store,"[[ 5.  4. 10. 23.]
 [14.  5.  7. 23.]
 [19.  9.  9. 17.]
 [28.  7.  6. 18.]
 [34.  6. 10. 22.]]"
test/1073_1.png,WROUGHT,"[[  5.   5.  34.  29.]
 [ 39.   6.  21.  32.]
 [ 60.   6.  26.  28.]
 [ 84.   6.  25.  29.]
 [110.   5.  22.  29.]
 [132.   4.  25.  31.]
 [156.   5.  23.  32.]]"
test/1073_2.png,SIGNBOARDS,"[[  6.   5.  18.  27.]
 [ 26.   3.  10.  30.]
 [ 36.   3.  24.  30.]
 [ 60.   5.  25.  27.]
 [ 84.   4.  24.  30.]
 [106.   2.  24.  32.]
 [131.   4.  23.  30.]
 [154.   3.  20.  31.]
 [176.   2.  22.  31.]
 [199.   2.  20.  32.]]"
test/107_1.png,JOHNNY,"[[ 11.  43.  50.  82.]
 [ 53.  41.  38.  66.]
 [ 88.  26.  37.  75.]
 [129.  14.  34.  79.]
 [166.   9.  34.  80.]
 [200.   8.  39.  68.]]"
test/107_2.png,DEPP,"[[ 12.   9.  36.  69.]
 [ 49.  10.  28.  73.]
 [ 82.  11.  30.  77.]
 [112.  15.  32.  74.]]"
test/107_3.png,IS,"[[ 5.  7. 14. 39.]
 [19.  7. 27. 45.]]"
test/107_4.png,MARCH,"[[  6.  11.  30.  43.]
 [ 38.   9.  24.  45.]
 [ 62.   7.  25.  48.]
 [ 84.   5.  21.  44.]
 [107.   3.  24.  42.]]"
test/1082_1.png,STATION,"[[ 5.  7. 13. 24.]
 [19. 15.  7. 16.]
 [27. 13. 10. 16.]
 [38. 13.  9. 15.]
 [45.  8.  6. 18.]
 [52.  8. 10. 16.]
 [63.  6. 15. 20.]]"
test/1082_2.png,Stop,"[[ 5.  9. 12. 19.]
 [19.  5.  9. 26.]
 [30.  7.  9. 19.]
 [39.  3. 14. 28.]]"
test/108_1.png,State,"[[ 5.  5. 19. 26.]
 [24.  7. 11. 25.]
 [36. 10. 16. 22.]
 [52.  6. 11. 24.]
 [62.  9. 17. 22.]]"
test/108_11.png,Services,"[[ 5.  4.  8. 13.]
 [13.  6.  7. 10.]
 [20.  7.  5.  9.]
 [24.  5.  7. 11.]
 [31.  3.  4. 13.]
 [34.  5.  7. 12.]
 [41.  5.  6. 12.]
 [47.  5.  6. 12.]]"
test/108_13.png,Banking,"[[ 3.  6.  9. 13.]
 [12.  9.  6. 11.]
 [18.  6.  8. 14.]
 [26.  6.  6. 12.]
 [32.  7.  4. 12.]
 [36.  8.  7. 11.]
 [42.  7.  8. 15.]]"
test/108_2.png,Bank,"[[ 5.  6. 20. 24.]
 [27. 11. 15. 22.]
 [42. 11. 19. 19.]
 [60.  4. 20. 28.]]"
test/108_3.png,of,"[[ 3. 11. 17. 19.]
 [20.  4. 14. 25.]]"
test/108_4.png,India,"[[ 5.  6.  8. 24.]
 [13. 11. 19. 20.]
 [33.  6. 17. 25.]
 [50.  7.  9. 23.]
 [59.  8. 16. 25.]]"
test/108_6.png,Home,"[[ 6.  4. 10. 13.]
 [16.  5.  7. 12.]
 [22.  5. 12. 12.]
 [34.  5.  8. 13.]]"
test/108_7.png,About,"[[ 8.  2.  8. 14.]
 [15.  2.  9. 14.]
 [24.  5.  7. 12.]
 [30.  4.  8. 12.]
 [38.  3.  6. 13.]]"
test/108_8.png,us,"[[ 5.  5.  7. 10.]
 [13.  5.  8. 10.]]"
test/108_9.png,Products,"[[ 5.  4.  9. 14.]
 [13.  7.  5. 10.]
 [18.  7.  8. 11.]
 [26.  4.  7. 14.]
 [33.  7.  7. 12.]
 [40.  6.  6. 12.]
 [45.  6.  6. 12.]
 [51.  7.  7. 11.]]"
test/1090_1.png,WELCOME,"[[ 10.  16. 110. 138.]
 [131.  16.  70. 138.]
 [212.  21.  76. 130.]
 [297.  13.  71. 132.]
 [386.  12.  73. 141.]
 [466.  16. 113. 142.]
 [581.   5.  95. 158.]]"
test/1092_2.png,Jazz,"[[ 3.  3. 10. 13.]
 [12.  5.  8. 12.]
 [21.  6.  6. 11.]
 [28.  6.  7.  9.]]"
test/1094_1.png,Pro,"[[ 4.  2. 72. 55.]
 [45. 37. 17. 19.]
 [60. 35. 17. 22.]]"
test/1094_2.png,NEXT,"[[ 6.  3. 16. 16.]
 [22.  4. 14. 15.]
 [35.  4. 15. 16.]
 [48.  4. 16. 16.]]"
test/1094_3.png,EXIT,"[[ 3.  3. 16. 16.]
 [18.  3. 16. 16.]
 [33.  4.  9. 16.]
 [40.  4. 16. 16.]]"
test/1095_1.png,Venus,"[[ 6.  3. 29. 27.]
 [25. 18.  7. 10.]
 [34. 17. 10. 12.]
 [46. 16. 11. 11.]
 [59. 16. 10. 12.]]"
test/1096_1.png,its,"[[ 4.  3.  5. 18.]
 [ 9.  5.  8. 18.]
 [21.  8.  9. 13.]]"
test/1096_2.png,the,"[[ 2.  4. 10. 15.]
 [11.  2. 12. 19.]
 [23.  6. 12. 14.]]"
test/1096_3.png,cola,"[[ 3.  5.  9. 16.]
 [11.  6. 12. 14.]
 [23.  2.  6. 17.]
 [29.  7. 10. 15.]]"
test/1099_12.png,Youd,"[[ 4.  7. 22. 29.]
 [23. 15. 17. 21.]
 [38. 11. 19. 24.]
 [65.  7. 17. 28.]]"
test/1099_13.png,better,"[[ 4.  5. 19. 30.]
 [22.  9. 17. 25.]
 [38.  6. 13. 28.]
 [50.  4. 14. 28.]
 [64. 10. 15. 22.]
 [79.  9. 15. 26.]]"
