ImgName,chars,charBB
train/1023_9.png,KISHTWAR,"[[ 3.  5. 14. 17.]
 [18.  6.  4. 16.]
 [23.  5. 11. 17.]
 [35.  5. 13. 17.]
 [48.  6. 12. 16.]
 [61.  5. 17. 17.]
 [78.  7. 14. 15.]
 [91.  6. 16. 16.]]"
train/1026_10.png,KUMAR,"[[ 7.  8. 12. 18.]
 [22.  9. 11. 20.]
 [35.  9. 14. 20.]
 [51. 11. 10. 19.]
 [64. 11. 12. 20.]]"
train/1026_2.png,Card,"[[ 4.  6. 19. 28.]
 [24. 12. 14. 20.]
 [38. 12. 10. 21.]
 [48.  6. 16. 27.]]"
train/1026_4.png,4377,"[[ 8. 11. 21. 34.]
 [32. 12. 21. 33.]
 [59. 13. 21. 34.]
 [83. 13. 21. 33.]]"
train/1026_6.png,0123,"[[ 7. 14. 24. 34.]
 [33. 15. 21. 34.]
 [56. 14. 24. 37.]
 [81. 15. 26. 35.]]"
train/1035_1.png,Of,"[[ 6. 10. 11. 10.]
 [17.  5.  6. 15.]]"
train/1035_2.png,India,"[[ 6.  6.  6. 15.]
 [12. 10.  9. 11.]
 [22.  4.  9. 15.]
 [31.  4.  4. 16.]
 [36.  8.  8. 10.]]"
train/1035_3.png,State,"[[ 5.  5.  9. 15.]
 [14.  6.  5. 13.]
 [19.  8.  7. 10.]
 [25.  5.  7. 13.]
 [32.  6.  8. 12.]]"
train/1036_4.png,INDIA,"[[ 6.  4.  4. 13.]
 [ 9.  4.  8. 15.]
 [17.  7.  6. 12.]
 [23.  7.  3. 14.]
 [26.  8.  8. 15.]]"
train/1044_1.png,Save,"[[ 4.  5. 22. 33.]
 [26. 12. 20. 22.]
 [46.  8. 19. 21.]
 [64.  4. 19. 22.]]"
train/1044_2.png,the,"[[ 3.  7. 16. 28.]
 [18.  2. 21. 30.]
 [38.  4. 21. 24.]]"
train/1044_3.png,LOSE,"[[ 7.  7.  8. 14.]
 [14.  6. 11. 15.]
 [25.  4.  9. 17.]
 [33.  3. 11. 17.]]"
train/1045_3.png,of,"[[ 3.  8. 12. 17.]
 [16.  4.  9. 21.]]"
train/1045_4.png,India,"[[ 2.  4.  7. 23.]
 [ 9. 10. 13. 16.]
 [22.  4. 13. 23.]
 [36.  7.  6. 18.]
 [42. 10. 13. 15.]]"
train/1045_5.png,Sajith,"[[ 5.  4.  7. 19.]
 [12. 10.  6. 12.]
 [18.  5.  4. 21.]
 [22.  5.  4. 16.]
 [25.  8.  5. 13.]
 [30.  5.  7. 17.]]"
train/1045_6.png,Erattupetta,"[[ 5.  3.  8. 16.]
 [12.  8.  7. 12.]
 [18.  8.  6. 12.]
 [24.  6.  6. 14.]
 [29.  6.  5. 13.]
 [33.  7.  8. 13.]
 [40.  7.  8. 16.]
 [47.  6.  7. 14.]
 [53.  6.  6. 14.]
 [58.  6.  6. 13.]
 [63.  7.  8. 13.]]"
train/1046_4.png,A,[ 6.  5. 32. 32.]
train/1046_5.png,partner,"[[  6.   9.  24.  29.]
 [ 31.   8.  26.  27.]
 [ 57.   7.  17.  23.]
 [ 74.   5.  13.  26.]
 [ 88.   8.  20.  26.]
 [110.   9.  24.  23.]
 [134.  10.  17.  22.]]"
train/1046_6.png,for,"[[ 6.  4. 15. 32.]
 [22. 12. 24. 27.]
 [46. 14. 18. 24.]]"
train/1046_7.png,life,"[[ 4.  6. 11. 30.]
 [17.  4.  9. 33.]
 [26.  3. 17. 36.]
 [43. 12. 23. 25.]]"
train/1047_4.png,India,"[[ 3.  6.  9. 30.]
 [12. 11. 16. 22.]
 [28.  8. 18. 24.]
 [44.  7.  8. 26.]
 [52. 13. 20. 22.]]"
train/1048_1.png,State,"[[10.  7. 19. 58.]
 [30. 13. 14. 52.]
 [44. 20. 21. 46.]
 [64. 14. 15. 49.]
 [79. 18. 25. 52.]]"
train/1048_2.png,Bank,"[[ 7.  7. 27. 60.]
 [33. 17. 24. 49.]
 [55. 20. 25. 46.]
 [78.  5. 32. 60.]]"
train/1048_3.png,of,"[[ 7. 17. 24. 47.]
 [31.  3. 20. 62.]]"
train/1049_3.png,of,"[[ 4.  8. 12. 13.]
 [16.  3. 11. 19.]]"
train/1049_4.png,India,"[[ 3.  3. 11. 18.]
 [13.  6. 12. 17.]
 [26.  3. 12. 19.]
 [39.  3.  6. 20.]
 [45.  7. 11. 15.]]"
train/1049_5.png,Charts,"[[ 1.  3. 14. 18.]
 [15.  3. 12. 19.]
 [28.  5. 11. 16.]
 [39.  7. 10. 13.]
 [49.  5.  8. 16.]
 [57.  7. 10. 15.]]"
train/1049_6.png,by,"[[ 3.  3. 13. 19.]
 [16.  6. 16. 20.]]"
train/1050_2.png,Bank,"[[ 5.  4. 14. 17.]
 [19.  7. 12. 14.]
 [32.  6. 11. 16.]
 [44.  1. 15. 21.]]"
train/1050_3.png,of,"[[ 4.  9. 13. 14.]
 [16.  4. 10. 19.]]"
train/1050_4.png,India,"[[ 5.  4. 11. 17.]
 [17.  6. 10. 18.]
 [29.  2. 11. 20.]
 [42.  3.  6. 21.]
 [48.  7. 12. 15.]]"
train/1050_5.png,Charts,"[[ 5.  4. 14. 17.]
 [18.  2. 13. 22.]
 [32.  8. 10. 16.]
 [43.  8. 10. 14.]
 [54.  5.  7. 17.]
 [61.  8. 11. 14.]]"
train/1053_1.png,State,"[[ 6.  4. 15. 16.]
 [21.  3.  8. 18.]
 [29.  7. 13. 14.]
 [41.  5.  8. 17.]
 [49.  6. 13. 15.]]"
train/1053_2.png,Bank,"[[ 5.  3. 14. 19.]
 [20.  7. 10. 14.]
 [32.  8. 12. 15.]
 [43.  1. 19. 22.]]"
train/1053_3.png,of,"[[ 2.  5. 15. 15.]
 [16.  1. 11. 19.]]"
train/1053_4.png,India,"[[ 5.  3. 11. 17.]
 [16.  7. 12. 14.]
 [28.  3. 14. 18.]
 [41.  4.  7. 17.]
 [48.  7. 12. 14.]]"
train/1053_8.png,wwwTopStockResearchcom,"[[  6.   8.  13.  12.]
 [ 20.   8.  11.  10.]
 [ 31.   8.  12.  10.]
 [ 47.   6.  10.  15.]
 [ 57.   8.   8.  13.]
 [ 65.   8.   9.  14.]
 [ 75.   7.   8.  13.]
 [ 84.   8.   6.  11.]
 [ 90.   8.   9.  11.]
 [ 98.   7.   8.  12.]
 [105.   6.   9.  13.]
 [113.   7.  10.  12.]
 [123.   7.   8.  12.]
 [132.   8.   8.  12.]
 [139.   7.   8.  13.]
 [147.   8.   8.  12.]
 [154.   7.   7.  13.]
 [161.   7.   8.  12.]
 [168.   7.   9.  13.]
 [180.   9.   9.  10.]
 [188.   9.   9.  10.]
 [196.   8.  15.  12.]]"
train/105_1.png,iPad,"[[14. 17. 16. 37.]
 [27. 15. 29. 40.]
 [56. 22. 26. 33.]
 [80. 15. 34. 37.]]"
train/1062_1.png,CPM,"[[ 3.  4. 13. 15.]
 [15.  5. 12. 16.]
 [27.  6. 16. 15.]]"
train/1062_10.png,1025,"[[15.  5.  5. 10.]
 [21.  5.  7. 11.]
 [33.  5.  7. 11.]
 [40.  5.  8. 11.]]"
train/1062_14.png,454,"[[14.  6.  7. 11.]
 [25.  7.  9. 11.]
 [33.  6.  8. 12.]]"
train/1062_15.png,226,"[[14.  6.  7. 11.]
 [25.  6.  7. 10.]
 [32.  6. 10. 10.]]"
train/1062_16.png,150,"[[14.  5.  6. 12.]
 [24.  6.  7.  9.]
 [31.  5.  9. 11.]]"
train/1062_2.png,Comparison,"[[ 2.  4. 14. 13.]
 [16.  7.  9. 11.]
 [25.  6. 15. 13.]
 [41.  7. 10. 14.]
 [52.  6.  8. 13.]
 [62.  8.  5.  9.]
 [68.  4.  3. 14.]
 [72.  7.  8. 11.]
 [81.  6. 11. 14.]
 [92.  6.  9. 13.]]"
train/1062_3.png,1200,"[[16.  5.  6. 13.]
 [21.  6.  8. 11.]
 [33.  5.  8. 12.]
 [41.  5.  9. 12.]]"
train/1062_7.png,400,"[[13.  5.  7. 10.]
 [24.  4.  8. 11.]
 [33.  5.  7.  9.]]"
train/1062_8.png,200,"[[13.  4.  7. 12.]
 [24.  4.  8. 11.]
 [32.  4.  9. 12.]]"
train/1062_9.png,000,"[[13.  4.  7. 10.]
 [24.  4.  8. 12.]
 [32.  4. 10. 10.]]"
train/1063_1.png,Does,"[[ 9.  5. 16. 26.]
 [25. 13. 13. 17.]
 [38. 13. 11. 18.]
 [50. 13. 12. 19.]]"
train/1063_5.png,Direction,"[[  4.   8.  29.  49.]
 [ 33.   8.   8.  47.]
 [ 43.  19.  14.  39.]
 [ 60.  21.  21.  35.]
 [ 80.  18.  22.  35.]
 [101.  15.  16.  40.]
 [117.  10.  10.  41.]
 [128.  20.  22.  35.]
 [149.  19.  28.  40.]]"
train/1063_7.png,NOTICED,"[[ 8. 10. 19. 35.]
 [27.  8. 16. 35.]
 [44.  7. 16. 34.]
 [59.  8.  6. 34.]
 [65.  7. 15. 36.]
 [80.  7. 15. 34.]
 [95.  6. 19. 36.]]"
train/1065_3.png,m,[ 3.  2. 23. 21.]
train/1065_5.png,197,"[[ 5.  7. 13. 24.]
 [19.  5. 13. 27.]
 [34.  4. 13. 29.]]"
train/1072_3.png,Apple,"[[ 7.  3.  7. 18.]
 [14.  7.  5. 16.]
 [20.  6.  6. 17.]
 [25.  2.  4. 16.]
 [29.  5.  6. 16.]]"
train/1072_4.png,Center,"[[ 4.  6.  9. 15.]
 [12.  7.  8. 15.]
 [19.  8.  7. 11.]
 [25.  4.  5. 15.]
 [29.  7.  6. 13.]
 [35.  6.  5. 13.]]"
train/1075_1.png,organic,"[[ 4.  3.  9. 12.]
 [13.  4.  6. 10.]
 [19.  4.  8. 14.]
 [27.  5.  7. 11.]
 [35.  6.  8. 10.]
 [43.  3.  4. 14.]
 [47.  6.  9. 10.]]"
train/108_12.png,Internet,"[[ 5.  5.  6. 13.]
 [11.  7.  7. 10.]
 [18.  6.  5. 12.]
 [22.  6.  8. 11.]
 [29.  6.  5. 12.]
 [34.  7.  7. 10.]
 [42.  6.  6. 13.]
 [48.  6.  8. 13.]]"
train/108_5.png,Singapore,"[[ 4.  4. 14. 20.]
 [17.  4.  8. 18.]
 [24.  7. 12. 16.]
 [37.  8. 12. 20.]
 [49.  7. 12. 15.]
 [62.  7. 11. 22.]
 [75.  8. 11. 16.]
 [87.  7.  8. 19.]
 [95.  6. 13. 18.]]"
train/1092_1.png,Live,"[[ 4.  2. 10. 13.]
 [14.  4.  6. 13.]
 [20.  6.  7. 10.]
 [28.  5.  7. 13.]]"
train/1094_4.png,Creating,"[[ 4.  1. 13. 17.]
 [17.  5.  8. 12.]
 [25.  6.  8. 13.]
 [33.  7. 12. 13.]
 [45.  5.  6. 14.]
 [52.  4.  6. 15.]
 [56.  7. 10. 13.]
 [66.  7. 12. 14.]]"
train/1094_5.png,your,"[[ 4.  3.  9. 14.]
 [15.  4. 10. 11.]
 [24.  3. 11. 13.]
 [35.  4. 10. 13.]]"
train/1094_6.png,dream,"[[ 1.  3. 11. 14.]
 [13.  7.  7. 11.]
 [21.  6.  8. 13.]
 [28.  7. 12. 11.]
 [39.  7. 16. 12.]]"
train/1094_7.png,smile,"[[ 4.  7.  8. 10.]
 [12.  7. 16. 13.]
 [27.  5.  6. 14.]
 [33.  5.  7. 14.]
 [38.  8.  9. 12.]]"
train/1099_1.png,Youve,"[[ 3.  3. 16. 18.]
 [17.  8. 12. 14.]
 [29.  7. 14. 15.]
 [47.  7. 12. 12.]
 [59.  5. 12. 12.]]"
train/1099_10.png,that,"[[ 3.  5.  9. 19.]
 [12.  4. 12. 21.]
 [25.  5. 13. 21.]
 [36.  2. 11. 21.]]"
train/1099_11.png,dress,"[[ 5.  4. 14. 19.]
 [19.  7.  9. 18.]
 [29.  7. 12. 15.]
 [41.  6. 12. 17.]
 [54.  7. 13. 16.]]"
train/1099_15.png,them,"[[ 5.  4. 14. 26.]
 [16.  3. 19. 28.]
 [35.  7. 17. 25.]
 [51.  8. 28. 22.]]"
train/1099_16.png,now,"[[ 7.  7. 19. 23.]
 [25.  6. 19. 23.]
 [43.  6. 23. 23.]]"
train/1099_17.png,Turn,"[[ 3.  7. 15. 17.]
 [17. 12. 13. 13.]
 [29. 10. 10. 14.]
 [39. 11. 14. 15.]]"
train/1099_18.png,left,"[[ 4.  6.  7. 18.]
 [11. 10. 11. 14.]
 [23.  5.  9. 19.]
 [32.  8.  9. 16.]]"
train/1099_2.png,always,"[[ 3.  9. 14. 12.]
 [15.  4.  8. 18.]
 [22.  5. 16. 17.]
 [38.  6. 11. 14.]
 [48.  6. 12. 18.]
 [61.  4. 12. 15.]]"
train/1099_3.png,said,"[[ 6.  8. 12. 15.]
 [18.  8. 12. 17.]
 [30.  3.  6. 21.]
 [36.  2. 15. 21.]]"
train/1099_4.png,you,"[[ 4.  4. 11. 18.]
 [16.  4. 12. 15.]
 [28.  2. 14. 16.]]"
train/1099_8.png,dead,"[[ 7.  4. 13. 22.]
 [20.  7. 12. 18.]
 [32.  8. 12. 16.]
 [44.  4. 14. 19.]]"
train/1099_9.png,in,"[[ 4.  3.  7. 18.]
 [11.  6. 13. 16.]]"
train/1100_1.png,GUILDHALL,"[[  7.   7.  18.  22.]
 [ 24.   9.  15.  21.]
 [ 40.  10.   8.  22.]
 [ 48.  10.  11.  22.]
 [ 59.   9.  16.  25.]
 [ 77.  10.  15.  27.]
 [ 94.  14.  13.  21.]
 [107.  14.  14.  21.]
 [121.  15.  12.  22.]]"
train/1100_2.png,THEATRE,"[[  5.   6.  16.  23.]
 [ 21.   7.  17.  23.]
 [ 41.   8.  13.  23.]
 [ 54.   8.  14.  26.]
 [ 67.   9.  19.  27.]
 [ 85.  12.  13.  25.]
 [101.  12.  16.  24.]]"
train/1102_2.png,AHEAD,"[[  7.   2.  49.  71.]
 [ 54.   2.  51.  70.]
 [108.   2.  46.  73.]
 [161.   2.  45.  71.]
 [207.   3.  48.  72.]]"
train/1104_1.png,Attract,"[[  7.   4.  27.  31.]
 [ 35.   6.  18.  30.]
 [ 52.   8.  15.  30.]
 [ 68.  12.  16.  23.]
 [ 84.   9.  19.  28.]
 [103.  12.  21.  24.]
 [124.   7.  16.  31.]]"
train/114_2.png,Change,"[[ 4.  4. 15. 16.]
 [18.  4. 10. 17.]
 [28.  8. 11. 14.]
 [38.  9. 11. 12.]
 [49.  9. 11. 18.]
 [59. 12. 12. 14.]]"
train/117_3.png,ZeroEmissions,"[[  6.   4.  10.  16.]
 [ 15.   9.  13.  13.]
 [ 25.   8.   7.  12.]
 [ 33.   8.  11.  15.]
 [ 47.   4.  11.  16.]
 [ 57.   7.  15.  18.]
 [ 71.   4.   6.  17.]
 [ 77.   9.   8.  12.]
 [ 86.   9.   7.  12.]
 [ 92.   4.   5.  16.]
 [ 97.   9.  12.  15.]
 [109.  10.  12.  17.]
 [119.   7.   9.  15.]]"
train/122_3.png,of,"[[ 6. 19. 20. 21.]
 [27.  8. 22. 37.]]"
train/133_2.png,Bank,"[[ 2.  3. 17. 24.]
 [32. 13. 14. 16.]
 [45.  9. 15. 21.]
 [20. 12. 12. 16.]]"
train/135_5.png,THAN,"[[ 4. 13. 20. 27.]
 [25. 11. 21. 28.]
 [48.  6. 18. 34.]
 [68.  6. 25. 33.]]"
train/137_6.png,TRUTANICH,"[[ 4.  4.  7. 13.]
 [10.  5.  9. 15.]
 [18.  6.  8. 16.]
 [26.  9.  7. 13.]
 [32. 10.  7. 15.]
 [38. 12.  9. 12.]
 [46. 13.  5. 12.]
 [50. 15.  8. 14.]
 [56. 16. 10. 13.]]"
train/138_15.png,28,"[[ 5.  8. 21. 45.]
 [28. 10. 25. 43.]]"
train/138_8.png,RIVER,"[[  6.   5.  33.  34.]
 [ 42.   5.  14.  33.]
 [ 56.   5.  36.  34.]
 [ 93.   6.  29.  31.]
 [122.   5.  33.  34.]]"
train/13_2.png,on,"[[11.  8. 23. 25.]
 [36.  8. 22. 28.]]"
train/140_4.png,WWW,"[[ 2.  5. 15. 16.]
 [15.  5. 16. 15.]
 [30.  6. 16. 15.]]"
train/144_3.png,be,"[[ 2.  3.  9. 13.]
 [12.  4.  8. 11.]]"
train/149_2.png,a,[ 3.  2. 10. 15.]
train/151_7.png,sip,"[[ 3.  4.  9. 13.]
 [11.  3.  4. 12.]
 [16.  6.  7. 14.]]"
train/155_5.png,ON,"[[ 2.  4. 11. 13.]
 [14.  4. 12. 13.]]"
train/167_4.png,India,"[[ 3.  5.  5. 11.]
 [ 8.  6.  8. 10.]
 [16.  1.  8. 15.]
 [24.  2.  4. 12.]
 [28.  4.  9. 11.]]"
train/169_7.png,ATM,"[[ 5. 10. 22. 38.]
 [25. 11. 19. 36.]
 [45. 11. 24. 37.]]"
train/170_8.png,the,"[[ 5.  5. 10. 21.]
 [18.  3. 13. 21.]
 [37.  6. 14. 17.]]"
train/178_1.png,Otkrijte,"[[  5.   4.  40.  45.]
 [ 47.  15.  14.  30.]
 [ 61.  10.  22.  33.]
 [ 82.  23.  17.  23.]
 [ 97.  17.  17.  28.]
 [115.  18.  15.  40.]
 [128.  15.  18.  31.]
 [147.  24.  19.  21.]]"
train/180_1.png,CAR,"[[ 9.  3. 29. 33.]
 [40.  3. 29. 34.]
 [68.  2. 32. 33.]]"
train/186_1.png,ENJOY,"[[ 4.  6. 10. 16.]
 [13.  7. 14. 15.]
 [27.  5.  9. 15.]
 [36.  6. 14. 13.]
 [49.  4. 15. 16.]]"
train/187_7.png,Sure,"[[ 4.  2. 12. 20.]
 [17.  7.  9. 15.]
 [28.  8.  7. 12.]
 [35.  7. 11. 15.]]"
train/192_2.png,KMPH,"[[  2.  10.  58.  65.]
 [ 60.   9.  69.  70.]
 [132.   9.  49.  66.]
 [184.   7.  61.  66.]]"
train/195_5.png,MANILA,"[[ 19.  15.  85. 168.]
 [108.  27.  58. 170.]
 [170.  36.  71. 163.]
 [238.  42.  26. 155.]
 [270.  44.  52. 163.]
 [332.  50.  57. 158.]]"
train/2001_1.png,APTECH,"[[ 5.  9. 15. 19.]
 [21.  9. 16. 16.]
 [37.  8. 15. 17.]
 [52.  5. 13. 18.]
 [65.  5. 13. 17.]
 [77.  2. 19. 20.]]"
train/2002_4.png,Ltd,"[[ 3.  4. 14. 22.]
 [17.  6.  6. 20.]
 [23.  3. 13. 23.]]"
train/2004_1.png,RO,"[[12.  8. 20. 33.]
 [32.  8. 24. 31.]]"
train/2004_2.png,Reverse,"[[15.  6. 18. 32.]
 [34. 15. 13. 23.]
 [47. 14. 14. 24.]
 [60. 15. 15. 23.]
 [74. 14. 10. 23.]
 [84. 16. 12. 23.]
 [97. 14. 15. 27.]]"
train/2007_2.png,839,"[[ 5.  7. 41. 55.]
 [46.  5. 38. 59.]
 [84.  3. 39. 60.]]"
train/2007_3.png,364,"[[ 6.  7. 37. 57.]
 [43.  5. 39. 60.]
 [83.  7. 39. 57.]]"
train/2007_4.png,97,"[[ 5. 10. 38. 59.]
 [46.  6. 40. 66.]]"
train/2010_1.png,5,[12.  5. 64. 91.]
train/2015_2.png,MADE,"[[ 3.  4. 15. 15.]
 [19.  7.  9. 14.]
 [29.  7. 11. 17.]
 [41.  8. 10. 16.]]"
train/2015_3.png,THEM,"[[ 5.  3. 11. 14.]
 [16.  5. 11. 13.]
 [29.  6.  7. 14.]
 [36.  7. 14. 15.]]"
train/2015_4.png,CHANGE,"[[ 1.  5. 13. 15.]
 [15.  7. 10. 13.]
 [25.  9. 10. 11.]
 [34.  9. 13. 12.]
 [46.  7. 12. 16.]
 [59.  9.  7. 15.]]"
train/2015_5.png,WEVE,"[[ 7.  5. 15. 15.]
 [23.  6.  7. 15.]
 [31.  6. 10. 14.]
 [42.  7.  7. 14.]]"
train/2017_4.png,SCALES,"[[ 5.  6. 10. 10.]
 [15.  5. 11. 11.]
 [26.  6. 10. 10.]
 [36.  5. 11.  9.]
 [47.  4. 11. 11.]
 [57.  4. 11. 10.]]"
train/2017_5.png,CO,"[[ 4.  6. 12. 11.]
 [15.  6. 11.  9.]]"
train/2017_6.png,Signtec,"[[ 3.  4.  7. 16.]
 [10.  6.  5. 14.]
 [14.  9.  8. 12.]
 [21.  8.  8. 10.]
 [28.  4.  6. 13.]
 [34.  7.  7. 12.]
 [41.  8.  6. 10.]]"
train/2017_7.png,Media,"[[ 4.  6. 10. 15.]
 [13. 10.  9.  9.]
 [21.  4.  6. 16.]
 [27.  7.  5. 12.]
 [32.  9.  8. 10.]]"
train/2018_1.png,06,"[[ 5.  5. 32. 44.]
 [38.  3. 33. 45.]]"
train/2018_2.png,406,"[[ 2.  4. 34. 42.]
 [37.  1. 35. 46.]
 [73.  3. 35. 45.]]"
train/2019_1.png,6470,"[[ 5.  5.  8. 12.]
 [13.  5.  8. 12.]
 [21.  7.  7. 11.]
 [28.  7. 10. 13.]]"
train/2022_1.png,43,"[[ 4.  5. 57. 73.]
 [63.  4. 56. 73.]]"
train/2029_1.png,SWAYAMVARA,"[[ 10.   6.  18.  32.]
 [ 26.   6.  29.  28.]
 [ 54.   6.  19.  30.]
 [ 71.   6.  18.  27.]
 [ 87.   7.  21.  28.]
 [106.   7.  29.  31.]
 [133.   9.  23.  26.]
 [151.   9.  20.  27.]
 [171.   8.  20.  29.]
 [188.   9.  28.  29.]]"
train/2030_1.png,Hoarding,"[[ 3.  2.  7. 12.]
 [ 9.  5.  5.  9.]
 [15.  5.  5. 11.]
 [19.  5.  5.  9.]
 [23.  2.  6. 13.]
 [28.  3.  3. 11.]
 [31.  6.  4.  7.]
 [34.  5.  8. 13.]]"
train/2030_2.png,Works,"[[ 3.  4. 11. 13.]
 [12.  7.  6. 10.]
 [16.  5.  5. 13.]
 [21.  5.  5. 12.]
 [25.  7.  7. 11.]]"
train/2030_3.png,BLUSH,"[[ 4.  2.  8. 17.]
 [11.  3.  6. 15.]
 [15.  4. 11. 14.]
 [25.  4.  6. 15.]
 [31.  4. 10. 16.]]"
train/2031_4.png,Health,"[[ 4.  3. 11. 15.]
 [15.  8.  6. 11.]
 [21.  8.  7. 11.]
 [27.  5.  4. 14.]
 [31.  6.  5. 15.]
 [36.  5.  8. 15.]]"
train/2033_2.png,BANSAL,"[[ 4.  3. 14. 19.]
 [17.  5. 15. 14.]
 [31.  3. 14. 18.]
 [44.  4. 12. 16.]
 [57.  4. 12. 16.]
 [70.  4.  9. 15.]]"
train/2033_3.png,Member,"[[ 4.  2.  9. 10.]
 [14.  3.  6.  9.]
 [19.  4. 11.  8.]
 [30.  3.  6.  9.]
 [35.  4.  7.  8.]
 [42.  4.  7.  8.]]"
train/2033_5.png,of,"[[ 2.  4.  7. 10.]
 [ 9.  3.  5.  9.]]"
train/2033_9.png,India,"[[ 2.  3.  4. 10.]
 [ 6.  5.  6.  8.]
 [12.  3.  7. 10.]
 [19.  3.  3. 10.]
 [22.  5.  6.  8.]]"
train/2034_1.png,ongc,"[[ 5.  3. 11. 13.]
 [17.  3. 11. 12.]
 [29.  4. 12. 12.]
 [41.  1. 13. 17.]]"
train/2034_2.png,Energizing,"[[ 5.  7. 11. 21.]
 [16. 10. 11. 18.]
 [26. 11. 12. 17.]
 [38. 11.  8. 15.]
 [47. 10. 10. 21.]
 [56.  6.  9. 21.]
 [63.  9.  9. 20.]
 [71.  7.  6. 19.]
 [77. 10. 11. 17.]
 [88.  9. 14. 20.]]"
train/2034_3.png,India,"[[ 4.  5.  7. 22.]
 [11.  9. 11. 18.]
 [22.  5. 11. 21.]
 [33.  6.  7. 21.]
 [39. 10. 10. 15.]]"
train/2035_1.png,7,[  4.   3.  66. 107.]
train/2041_3.png,A52,"[[ 3.  8. 27. 29.]
 [44.  7. 18. 28.]
 [64. 10. 21. 26.]]"
train/2042_1.png,WARNING,"[[ 4.  2.  9. 11.]
 [14.  3.  9. 11.]
 [22.  2.  7. 12.]
 [30.  2.  8. 12.]
 [39.  2.  5. 12.]
 [44.  3.  9. 12.]
 [53.  3.  8.  8.]]"
train/2042_2.png,BEWARE,"[[ 3.  4. 10. 15.]
 [13.  5.  9. 11.]
 [19.  4. 14. 15.]
 [35.  4.  5. 13.]
 [42.  4.  9. 14.]
 [51.  4.  9. 14.]]"
train/2044_2.png,MADE,"[[ 3.  2. 12. 15.]
 [16.  5.  8. 10.]
 [26.  5. 10. 13.]
 [37.  6.  8. 11.]]"
train/2044_3.png,THEM,"[[ 2.  4. 11. 12.]
 [11.  5. 12. 10.]
 [23.  4.  8. 12.]
 [29.  5. 13. 13.]]"
