image,true_text,predicted,cer,wer,status,error
1062_4.png,1000,A,1.0,1.0,success,
1062_5.png,800,A,1.0,1.0,success,
1062_6.png,600,A,1.0,1.0,success,
1063_2.png,YOUR,A,1.0,1.0,success,
1063_3.png,ADVERTISING,A,0.9090909090909091,1.0,success,
1063_4.png,NEED,A,1.0,1.0,success,
1063_6.png,GET,A,1.0,1.0,success,
1065_1.png,M,A,1.0,1.0,success,
1065_2.png,200,A,1.0,1.0,success,
1065_4.png,M,A,1.0,1.0,success,
1065_6.png,M,A,1.0,1.0,success,
106_1.png,THIS,A,1.0,1.0,success,
106_2.png,IS,A,1.0,1.0,success,
106_3.png,IT,A,1.0,1.0,success,
106_4.png,YES,A,1.0,1.0,success,
106_5.png,NO,A,1.0,1.0,success,
106_6.png,REGENCY,A,1.0,1.0,success,
1072_1.png,MAC,A,0.6666666666666666,1.0,success,
1072_2.png,STORE,A,1.0,1.0,success,
1073_1.png,WROUGHT,A,1.0,1.0,success,
1073_2.png,SIGNBOARDS,A,0.9,1.0,success,
107_1.png,JOHNNY,A,1.0,1.0,success,
107_2.png,DEPP,A,1.0,1.0,success,
107_3.png,IS,A,1.0,1.0,success,
107_4.png,MARCH,A,0.8,1.0,success,
1082_1.png,STATION,A,0.8571428571428571,1.0,success,
1082_2.png,STOP,A,1.0,1.0,success,
108_1.png,STATE,A,0.8,1.0,success,
108_11.png,SERVICES,A,1.0,1.0,success,
108_13.png,BANKING,A,0.8571428571428571,1.0,success,
108_2.png,BANK,A,0.75,1.0,success,
108_3.png,OF,A,1.0,1.0,success,
108_4.png,INDIA,A,0.8,1.0,success,
108_6.png,HOME,A,1.0,1.0,success,
108_7.png,ABOUT,A,0.8,1.0,success,
108_8.png,US,A,1.0,1.0,success,
108_9.png,PRODUCTS,A,1.0,1.0,success,
1090_1.png,WELCOME,A,1.0,1.0,success,
1092_2.png,JAZZ,A,0.75,1.0,success,
1094_1.png,PRO,A,1.0,1.0,success,
1094_2.png,NEXT,A,1.0,1.0,success,
1094_3.png,EXIT,A,1.0,1.0,success,
1095_1.png,VENUS,A,1.0,1.0,success,
1096_1.png,ITS,A,1.0,1.0,success,
1096_2.png,THE,A,1.0,1.0,success,
1096_3.png,COLA,A,0.75,1.0,success,
1099_12.png,YOUD,A,1.0,1.0,success,
1099_13.png,BETTER,A,1.0,1.0,success,
1099_14.png,TELL,A,1.0,1.0,success,
1099_19.png,ONTO,A,1.0,1.0,success,
1099_20.png,BARTELT,A,0.8571428571428571,1.0,success,
1099_21.png,RD,A,1.0,1.0,success,
1099_22.png,DOBIES,A,1.0,1.0,success,
1099_5.png,WOULDNT,A,1.0,1.0,success,
1099_6.png,BE,A,1.0,1.0,success,
1099_7.png,CAUGHT,A,0.8333333333333334,1.0,success,
109_1.png,PSP,A,1.0,1.0,success,
10_1.png,IPAD,A,0.75,1.0,success,
1102_1.png,ZOMBIES,A,1.0,1.0,success,
1104_2.png,ATTENTION,A,0.8888888888888888,1.0,success,
1104_3.png,WITH,A,1.0,1.0,success,
1104_4.png,BILLBOARDS,A,0.9,1.0,success,
110_1.png,KOLESTON,A,1.0,1.0,success,
112_1.png,JV,A,1.0,1.0,success,
112_2.png,HOTEL,A,1.0,1.0,success,
114_1.png,CLIMATE,A,0.8571428571428571,1.0,success,
114_10.png,ATMOSPHERE,A,0.9,1.0,success,
114_3.png,AFFECTS,A,0.8571428571428571,1.0,success,
114_4.png,EVERYONE,A,1.0,1.0,success,
114_5.png,3642039031055,A,1.0,1.0,success,
114_6.png,GREENHOUSE,A,1.0,1.0,success,
114_7.png,GASES,A,0.8,1.0,success,
114_8.png,IN,A,1.0,1.0,success,
114_9.png,OUR,A,1.0,1.0,success,
115_1.png,TOILET,A,1.0,1.0,success,
117_1.png,GO,A,1.0,1.0,success,
117_2.png,GREEN,A,1.0,1.0,success,
11_1.png,WHO,A,1.0,1.0,success,
11_2.png,IS,A,1.0,1.0,success,
11_3.png,SALT,A,0.75,1.0,success,
11_4.png,JULY,A,1.0,1.0,success,
11_5.png,23,A,1.0,1.0,success,
121_1.png,18,A,1.0,1.0,success,
121_2.png,19,A,1.0,1.0,success,
121_3.png,25,A,1.0,1.0,success,
121_4.png,26,A,1.0,1.0,success,
122_1.png,4,A,1.0,1.0,success,
122_10.png,PAYLOADS,A,0.875,1.0,success,
122_2.png,OUT,A,1.0,1.0,success,
122_4.png,5,A,1.0,1.0,success,
122_5.png,ROACHES,A,0.8571428571428571,1.0,success,
122_6.png,RECOMMEND,A,1.0,1.0,success,
122_7.png,THEIR,A,1.0,1.0,success,
122_8.png,FRIEND,A,1.0,1.0,success,
122_9.png,AS,A,0.5,1.0,success,
127_1.png,LIVE,A,1.0,1.0,success,
127_2.png,LOVE,A,1.0,1.0,success,
127_3.png,LAUGH,A,0.8,1.0,success,
129_1.png,PITT,A,1.0,1.0,success,
129_2.png,LET,A,1.0,1.0,success,
129_3.png,THE,A,1.0,1.0,success,
129_4.png,MADNESS,A,0.8571428571428571,1.0,success,
129_5.png,BEGIN,A,1.0,1.0,success,
12_1.png,NO,A,1.0,1.0,success,
133_1.png,STATE,A,0.8,1.0,success,
133_3.png,OF,A,1.0,1.0,success,
133_4.png,INDIA,A,0.8,1.0,success,
134_1.png,KAFE,A,0.75,1.0,success,
134_2.png,CARLSBERG,A,0.8888888888888888,1.0,success,
134_3.png,BABY,A,0.75,1.0,success,
134_4.png,T,A,1.0,1.0,success,
134_5.png,CAFE,A,0.75,1.0,success,
135_1.png,SIX,A,1.0,1.0,success,
135_2.png,PETERS,A,1.0,1.0,success,
135_3.png,ARE,A,0.6666666666666666,1.0,success,
135_4.png,BETTER,A,1.0,1.0,success,
135_6.png,ONE,A,1.0,1.0,success,
137_1.png,THE,A,1.0,1.0,success,
137_10.png,VOTE,A,1.0,1.0,success,
137_2.png,LA,A,0.5,1.0,success,
137_3.png,TIMES,A,1.0,1.0,success,
137_4.png,ENDORSES,A,1.0,1.0,success,
137_5.png,CARMEN,A,0.8333333333333334,1.0,success,
137_7.png,ON,A,1.0,1.0,success,
137_8.png,MARCH,A,0.8,1.0,success,
137_9.png,3RD,A,1.0,1.0,success,
138_1.png,NEXT,A,1.0,1.0,success,
138_10.png,THE,A,1.0,1.0,success,
138_11.png,EAGLE,A,0.8,1.0,success,
138_12.png,RIVER,A,1.0,1.0,success,
138_13.png,CHAIN,A,0.8,1.0,success,
138_14.png,OF,A,1.0,1.0,success,
138_16.png,LAKES,A,0.8,1.0,success,
138_17.png,8779453965,A,1.0,1.0,success,
138_2.png,TIME,A,1.0,1.0,success,
138_3.png,VISIT,A,1.0,1.0,success,
138_4.png,WILD,A,1.0,1.0,success,
138_5.png,EAGLE,A,0.8,1.0,success,
138_6.png,LODGE,A,1.0,1.0,success,
138_7.png,EAGLE,A,0.8,1.0,success,
138_9.png,ON,A,1.0,1.0,success,
139_1.png,SALE,A,0.75,1.0,success,
13_1.png,NOW,A,1.0,1.0,success,
13_3.png,ITUNES,A,1.0,1.0,success,
140_1.png,ADVERTISE,A,0.8888888888888888,1.0,success,
140_2.png,HERE,A,1.0,1.0,success,
140_3.png,18008091469,A,1.0,1.0,success,
140_5.png,FREEWAYBILLBOARD,A,0.9375,1.0,success,
140_6.png,COM,A,1.0,1.0,success,
142_1.png,SBI,A,1.0,1.0,success,
142_2.png,CAR,A,0.6666666666666666,1.0,success,
142_3.png,LOAN,A,0.75,1.0,success,
144_1.png,I,A,1.0,1.0,success,
144_2.png,COULD,A,1.0,1.0,success,
144_4.png,WORKING,A,1.0,1.0,success,
144_5.png,SO,A,1.0,1.0,success,
144_6.png,MUCH,A,1.0,1.0,success,
144_7.png,HARDER,A,0.8333333333333334,1.0,success,
144_8.png,GO,A,1.0,1.0,success,
148_1.png,THERES,A,1.0,1.0,success,
148_2.png,A,A,0.0,0.0,success,
148_3.png,GREAT,A,0.8,1.0,success,
148_4.png,CAMP,A,0.75,1.0,success,
148_5.png,OUT,A,1.0,1.0,success,
148_6.png,THERE,A,1.0,1.0,success,
148_7.png,SUMMER,A,1.0,1.0,success,
149_1.png,THERES,A,1.0,1.0,success,
149_3.png,GREAT,A,0.8,1.0,success,
149_4.png,CAMP,A,0.75,1.0,success,
149_5.png,OUT,A,1.0,1.0,success,
149_6.png,THERE,A,1.0,1.0,success,
149_7.png,SUMMER,A,1.0,1.0,success,
14_1.png,JOES,A,1.0,1.0,success,
151_1.png,THINK,A,1.0,1.0,success,
151_2.png,BIG,A,1.0,1.0,success,
151_3.png,IMAX,A,0.75,1.0,success,
151_4.png,SNIP,A,1.0,1.0,success,
151_5.png,SNIP,A,1.0,1.0,success,
151_6.png,SIP,A,1.0,1.0,success,
153_1.png,ADVERTISING,A,0.9090909090909091,1.0,success,
154_1.png,ADVERTISING,A,0.9090909090909091,1.0,success,
155_1.png,MONSTER,A,1.0,1.0,success,
155_2.png,BIKE,A,1.0,1.0,success,
155_3.png,SALE,A,0.75,1.0,success,
155_4.png,GOING,A,1.0,1.0,success,
155_6.png,NOW,A,1.0,1.0,success,
158_1.png,MOTION,A,1.0,1.0,success,
158_2.png,MOBILE,A,1.0,1.0,success,
158_3.png,BILLBOARDS,A,0.9,1.0,success,
159_1.png,COCACOLA,A,0.875,1.0,success,
161_1.png,FLAVOR,A,0.8333333333333334,1.0,success,
161_2.png,BLOOM,A,1.0,1.0,success,
162_1.png,GIANT,A,0.8,1.0,success,
162_2.png,3SIDED,A,1.0,1.0,success,
162_3.png,JOE,A,1.0,1.0,success,
162_4.png,BROWN,A,1.0,1.0,success,
167_1.png,STATE,A,0.8,1.0,success,
167_2.png,BANK,A,0.75,1.0,success,
167_3.png,OF,A,1.0,1.0,success,
169_1.png,SALE,A,0.75,1.0,success,
169_3.png,PURCHASE,A,0.875,1.0,success,
169_4.png,OF,A,1.0,1.0,success,
169_5.png,STATE,A,0.8,1.0,success,
169_6.png,BANK,A,0.75,1.0,success,
170_1.png,STATE,A,0.8,1.0,success,
170_2.png,BANK,A,0.75,1.0,success,
170_3.png,OF,A,1.0,1.0,success,
170_4.png,INDIA,A,0.8,1.0,success,
170_5.png,WITH,A,1.0,1.0,success,
170_6.png,YOU,A,1.0,1.0,success,
170_7.png,ALL,A,0.6666666666666666,1.0,success,
170_9.png,WAY,A,0.6666666666666666,1.0,success,
171_1.png,YOUR,A,1.0,1.0,success,
171_2.png,AD,A,0.5,1.0,success,
171_3.png,HERE,A,1.0,1.0,success,
172_1.png,RELIANCE,A,0.875,1.0,success,
174_1.png,VIDYANAGAR,A,0.9,1.0,success,
174_2.png,5,A,1.0,1.0,success,
176_1.png,CAFE,A,0.75,1.0,success,
177_1.png,STATE,A,0.8,1.0,success,
177_2.png,BANK,A,0.75,1.0,success,
177_3.png,OF,A,1.0,1.0,success,
177_4.png,INDIA,A,0.8,1.0,success,
178_2.png,CRNU,A,1.0,1.0,success,
178_3.png,GORU,A,1.0,1.0,success,
178_4.png,MONTENEGRO,A,1.0,1.0,success,
179_1.png,SCREW,A,1.0,1.0,success,
179_2.png,YOU,A,1.0,1.0,success,
179_3.png,LA,A,0.5,1.0,success,
17_1.png,MIDDLE,A,1.0,1.0,success,
17_2.png,RD,A,1.0,1.0,success,
180_2.png,PARK,A,0.75,1.0,success,
181_1.png,SONY,A,1.0,1.0,success,
184_1.png,SBI,A,1.0,1.0,success,
184_2.png,CUSTOMER,A,1.0,1.0,success,
184_3.png,SBI,A,1.0,1.0,success,
184_4.png,CUSTOMER,A,1.0,1.0,success,
186_2.png,BEERS,A,1.0,1.0,success,
187_1.png,SBI,A,1.0,1.0,success,
187_2.png,LIFE,A,1.0,1.0,success,
187_3.png,INSURANCE,A,0.8888888888888888,1.0,success,
187_4.png,WITH,A,1.0,1.0,success,
187_5.png,US,A,1.0,1.0,success,
187_6.png,YOURE,A,1.0,1.0,success,
188_1.png,NAGOYA,A,0.8333333333333334,1.0,success,
188_2.png,SHIZUOKA,A,0.875,1.0,success,
188_3.png,TOYOTA,A,0.8333333333333334,1.0,success,
189_1.png,THRIVE,A,1.0,1.0,success,
190_1.png,JUMBO,A,1.0,1.0,success,
192_1.png,30,A,1.0,1.0,success,
193_1.png,11,A,1.0,1.0,success,
193_2.png,KMPH,A,1.0,1.0,success,
195_1.png,BATAC,A,0.8,1.0,success,
195_2.png,POBL,A,1.0,1.0,success,
195_3.png,LAOAG,A,0.8,1.0,success,
195_4.png,CITY,A,1.0,1.0,success,
197_1.png,STATE,A,0.8,1.0,success,
197_2.png,BANK,A,0.75,1.0,success,
197_3.png,OF,A,1.0,1.0,success,
197_4.png,INDIA,A,0.8,1.0,success,
19_1.png,JALAN,A,0.8,1.0,success,
19_2.png,SEHALA,A,0.8333333333333334,1.0,success,
1_1.png,COCACOLA,A,0.875,1.0,success,
2002_1.png,SRISHTI,A,1.0,1.0,success,
2002_2.png,DEVELOPERS,A,1.0,1.0,success,
2002_3.png,PVT,A,1.0,1.0,success,
2003_1.png,TORQUAY,A,0.8571428571428571,1.0,success,
2003_2.png,MANOR,A,0.8,1.0,success,
2004_3.png,OSMOSIS,A,1.0,1.0,success,
2004_4.png,PHOENIX,A,1.0,1.0,success,
2004_5.png,AGENCIES,A,0.875,1.0,success,
2005_1.png,NANCY,A,0.8,1.0,success,
2005_2.png,STURGEON,A,1.0,1.0,success,
2005_3.png,NEEDLEWOMAN,A,0.9090909090909091,1.0,success,
2006_1.png,10,A,1.0,1.0,success,
2007_1.png,5,A,1.0,1.0,success,
2008_1.png,VALLEY,A,0.8333333333333334,1.0,success,
2009_1.png,KEEPERS,A,1.0,1.0,success,
2009_2.png,COTTAGE,A,0.8571428571428571,1.0,success,
2010_2.png,HOUSE,A,1.0,1.0,success,
2011_1.png,FLANDERS,A,0.875,1.0,success,
2011_2.png,FIELDS,A,1.0,1.0,success,
2012_1.png,VILLA,A,0.8,1.0,success,
2012_2.png,MOLLY,A,1.0,1.0,success,
2013_1.png,50,A,1.0,1.0,success,
2013_2.png,1,A,1.0,1.0,success,
2013_3.png,42,A,1.0,1.0,success,
2015_1.png,WE,A,1.0,1.0,success,
2015_6.png,CHANGED,A,0.8571428571428571,1.0,success,
2017_1.png,EVEREST,A,1.0,1.0,success,
2017_10.png,LTD,A,1.0,1.0,success,
2017_2.png,THE,A,1.0,1.0,success,
2017_3.png,EVEREST,A,1.0,1.0,success,
2017_8.png,WORLD,A,1.0,1.0,success,
2017_9.png,PVT,A,1.0,1.0,success,
2018_3.png,BEFORE,A,1.0,1.0,success,
2018_4.png,AFTER,A,0.8,1.0,success,
2020_1.png,THE,A,1.0,1.0,success,
2020_2.png,PEA,A,0.6666666666666666,1.0,success,
2020_3.png,POD,A,1.0,1.0,success,
2020_4.png,21,A,1.0,1.0,success,
2021_1.png,CATALDOS,A,0.875,1.0,success,
2021_2.png,VILLA,A,0.8,1.0,success,
2021_3.png,DEL,A,1.0,1.0,success,
2021_4.png,LAGO,A,0.75,1.0,success,
2023_1.png,13,A,1.0,1.0,success,
2024_1.png,123,A,1.0,1.0,success,
2025_1.png,BROAD,A,0.8,1.0,success,
2025_2.png,HAVEN,A,0.8,1.0,success,
2025_3.png,VIEW,A,1.0,1.0,success,
2026_1.png,WISTERIA,A,0.875,1.0,success,
2026_2.png,COTTAGE,A,0.8571428571428571,1.0,success,
2027_1.png,PARADISO,A,0.875,1.0,success,
2028_1.png,77,A,1.0,1.0,success,
2031_1.png,UNIVERSAL,A,0.8888888888888888,1.0,success,
2031_2.png,COMMITTED,A,1.0,1.0,success,
2031_3.png,POSITIVE,A,1.0,1.0,success,
2033_1.png,SUNIL,A,1.0,1.0,success,
2033_4.png,MINISTRY,A,1.0,1.0,success,
2033_6.png,STEEL,A,1.0,1.0,success,
2033_7.png,GOVT,A,1.0,1.0,success,
2033_8.png,OF,A,1.0,1.0,success,
2034_4.png,MAKING,A,0.8333333333333334,1.0,success,
2034_5.png,TOMORROW,A,1.0,1.0,success,
2034_6.png,BRIGHTER,A,1.0,1.0,success,
2036_1.png,CHANGE,A,0.8333333333333334,1.0,success,
2036_2.png,EVERYTHING,A,1.0,1.0,success,
2041_1.png,SANJAY,A,0.8333333333333334,1.0,success,
2041_2.png,GUPTA,A,0.8,1.0,success,
2042_3.png,OF,A,1.0,1.0,success,
2042_4.png,DOG,A,1.0,1.0,success,
2044_1.png,WE,A,1.0,1.0,success,
2044_6.png,CHANGED,A,0.8571428571428571,1.0,success,
2045_1.png,THE,A,1.0,1.0,success,
2045_2.png,CROFT,A,1.0,1.0,success,
2045_3.png,269,A,1.0,1.0,success,
2045_4.png,BELSTEAD,A,0.875,1.0,success,
2045_5.png,ROAD,A,0.75,1.0,success,
2046_1.png,C,A,1.0,1.0,success,
2046_2.png,560,A,1.0,1.0,success,
2046_3.png,BETTY,A,1.0,1.0,success,
2046_4.png,VILLA,A,0.8,1.0,success,
2049_1.png,CHARLES,A,0.8571428571428571,1.0,success,
2049_2.png,MOSHER,A,1.0,1.0,success,
204_1.png,BOBA,A,0.75,1.0,success,
2051_1.png,ARCHANA,A,0.8571428571428571,1.0,success,
2051_2.png,GUPTA,A,0.8,1.0,success,
2052_1.png,36,A,1.0,1.0,success,
2053_1.png,ASHA,A,0.75,1.0,success,
2053_2.png,GRINDER,A,1.0,1.0,success,
2055_1.png,ENJOY,A,1.0,1.0,success,
2055_10.png,OF,A,1.0,1.0,success,
2055_15.png,AT,A,0.5,1.0,success,
2055_16.png,PANCHGANI,A,0.8888888888888888,1.0,success,
2055_17.png,BRANCH,A,0.8333333333333334,1.0,success,
2055_2.png,LAND,A,0.75,1.0,success,
2055_22.png,YOU,A,1.0,1.0,success,
2055_23.png,AT,A,0.5,1.0,success,
2055_24.png,MAHABALESHWAR,A,0.9230769230769231,1.0,success,
2055_29.png,WAY,A,0.6666666666666666,1.0,success,
2055_3.png,OF,A,1.0,1.0,success,
2055_30.png,TOLL,A,1.0,1.0,success,
2055_31.png,FREE,A,1.0,1.0,success,
2055_4.png,STRAWBERRY,A,0.9,1.0,success,
2055_5.png,WITH,A,1.0,1.0,success,
2055_6.png,PLASTIC,A,0.8571428571428571,1.0,success,
2055_7.png,CURRENCY,A,1.0,1.0,success,
2055_8.png,OF,A,1.0,1.0,success,
2055_9.png,BANK,A,0.75,1.0,success,
2058_1.png,EARTHSELLERS,A,0.9166666666666666,1.0,success,
2059_1.png,OPENING,A,1.0,1.0,success,
2059_2.png,SHORTLY,A,1.0,1.0,success,
2059_5.png,OPENING,A,1.0,1.0,success,
2059_6.png,SHORTLY,A,1.0,1.0,success,
205_1.png,THIS,A,1.0,1.0,success,
205_2.png,ISNT,A,1.0,1.0,success,
205_4.png,BILLBOARD,A,0.8888888888888888,1.0,success,
205_5.png,ITS,A,1.0,1.0,success,
205_6.png,A,A,0.0,0.0,success,
205_7.png,POWER,A,1.0,1.0,success,
205_8.png,PLANT,A,0.8,1.0,success,
2061_1.png,MAPLE,A,0.8,1.0,success,
2061_2.png,COTTAGE,A,0.8571428571428571,1.0,success,
2063_1.png,JALI,A,0.75,1.0,success,
2063_2.png,AX,A,0.5,1.0,success,
2063_3.png,JISBAH,A,0.8333333333333334,1.0,success,
2064_1.png,77,A,1.0,1.0,success,
2068_1.png,SQUIRRELS,A,1.0,1.0,success,
2068_2.png,OAK,A,0.6666666666666666,1.0,success,
2070_1.png,GOLF,A,1.0,1.0,success,
2070_2.png,VIEW,A,1.0,1.0,success,
2071_1.png,HUNTERS,A,1.0,1.0,success,
2071_2.png,MOON,A,1.0,1.0,success,
2072_1.png,HONEYBEE,A,1.0,1.0,success,
2072_2.png,COTTAGE,A,0.8571428571428571,1.0,success,
2073_2.png,FARTHINGS,A,0.8888888888888888,1.0,success,
2074_1.png,LINDSAY,A,0.8571428571428571,1.0,success,
2075_1.png,HAWKS,A,0.8,1.0,success,
2075_2.png,POINT,A,1.0,1.0,success,
2077_1.png,ONLINE,A,1.0,1.0,success,
2078_1.png,THE,A,1.0,1.0,success,
2078_14.png,CO,A,1.0,1.0,success,
2078_15.png,LTD,A,1.0,1.0,success,
2078_2.png,KEY,A,1.0,1.0,success,
2078_7.png,GET,A,1.0,1.0,success,
2078_8.png,UIS,A,1.0,1.0,success,
2078_9.png,HOUSEHOLDERS,A,1.0,1.0,success,
207_1.png,STATE,A,0.8,1.0,success,
207_11.png,BANKING,A,0.8571428571428571,1.0,success,
207_12.png,NOTHING,A,1.0,1.0,success,
207_13.png,ELSE,A,1.0,1.0,success,
207_2.png,BANK,A,0.75,1.0,success,
207_4.png,INDIA,A,0.8,1.0,success,
207_5.png,WITH,A,1.0,1.0,success,
207_6.png,YOU,A,1.0,1.0,success,
207_7.png,ALL,A,0.6666666666666666,1.0,success,
207_8.png,THE,A,1.0,1.0,success,
207_9.png,WAY,A,0.6666666666666666,1.0,success,
2081_1.png,PATTYS,A,0.8333333333333334,1.0,success,
2081_2.png,ART,A,0.6666666666666666,1.0,success,
2081_3.png,BARN,A,0.75,1.0,success,
2081_4.png,IRON,A,1.0,1.0,success,
2084_1.png,GENE,A,1.0,1.0,success,
2084_2.png,R,A,1.0,1.0,success,
2084_3.png,ARNTSEN,A,0.8571428571428571,1.0,success,
2084_4.png,BIRDS,A,1.0,1.0,success,
2084_5.png,EYE,A,1.0,1.0,success,
2084_6.png,MAPLE,A,0.8,1.0,success,
2086_1.png,LA,A,0.5,1.0,success,
2086_2.png,RESIDENCIA,A,0.9,1.0,success,
2086_3.png,LA,A,0.5,1.0,success,
2086_4.png,RESIDENCIA,A,0.9,1.0,success,
2087_2.png,7,A,1.0,1.0,success,
2087_3.png,99,A,1.0,1.0,success,
2088_1.png,2,A,1.0,1.0,success,
2089_1.png,OSCAR,A,0.8,1.0,success,
208_1.png,STATE,A,0.8,1.0,success,
208_2.png,BANK,A,0.75,1.0,success,
208_3.png,OF,A,1.0,1.0,success,
2090_1.png,OSCAR,A,0.8,1.0,success,
2092_10.png,STATES,A,0.8333333333333334,1.0,success,
2092_11.png,OF,A,1.0,1.0,success,
2092_16.png,BOY,A,1.0,1.0,success,
2092_2.png,JOSEPH,A,1.0,1.0,success,
2092_3.png,WECKESSER,A,1.0,1.0,success,
2092_4.png,APRIL,A,0.8,1.0,success,
2092_9.png,UNITED,A,1.0,1.0,success,
2093_1.png,DASTOURI,A,0.875,1.0,success,
2094_1.png,I,A,1.0,1.0,success,
2094_2.png,NEVER,A,1.0,1.0,success,
2094_7.png,MANY,A,0.75,1.0,success,
2094_8.png,COLOURS,A,1.0,1.0,success,
2095_1.png,HEATH,A,0.8,1.0,success,
2095_2.png,LANDS,A,0.8,1.0,success,
2096_1.png,7,A,1.0,1.0,success,
2097_1.png,WELCOME,A,1.0,1.0,success,
209_1.png,STATE,A,0.8,1.0,success,
209_2.png,BANK,A,0.75,1.0,success,
209_3.png,OF,A,1.0,1.0,success,
209_4.png,INDIA,A,0.8,1.0,success,
209_5.png,WITH,A,1.0,1.0,success,
